"Country","ISOCode","Year","GDPPerCapita","FemaleUnemploymentRate","ElectricityPerCapita","PopulationInMillions","ChildrenPerWoman","ChildMortalityRate","LaborRate","LifeExpectancy","NumCode"
"Belize","BLZ","1976",NA,NA,NA,0.135147,6.25,75.3,NA,68.135,84
"Benin","BEN","1976",NA,NA,19.41937271,3.347173,6.959,233.4,NA,45.399,204
"Bermuda","BMU","1976",NA,NA,NA,0.0532,NA,NA,NA,NA,60
"Bhutan","BTN","1976",NA,NA,NA,0.359725,6.616,223.7,NA,42.861,64
"Bolivia","BOL","1976",NA,NA,199.6692648,5.113456,5.732,189.7,NA,48.312,68
"Bosnia and Herzegovina","BIH","1976",NA,NA,NA,4.025266,2.401,NA,NA,69.296,70
"Botswana","BWA","1976",NA,NA,NA,0.769979,6.433,93.6,NA,57.091,72
"Brazil","BRA","1976",NA,1.899999976,722.0814527,109.790938,4.339,112.2,NA,61.243,76
"British Virgin Islands","VGB","1976",NA,NA,NA,0.010821,NA,NA,NA,NA,92
"Brunei Darussalam","BRN","1976",NA,NA,1421.087994,0.168181,4.784,30.5,NA,65.696,96
"Bulgaria","BGR","1976",NA,NA,3247.551349,8.758599,2.24,28,NA,71.39487805,100
"Burkina Faso","BFA","1976",NA,NA,NA,6.274037,6.922,272.8,NA,42.343,854
"Burundi","BDI","1976",NA,NA,NA,3.770871,7.357,249.4,NA,45.63,108
"Cabo Verde","CPV","1976",NA,NA,NA,0.271342,6.714,106,NA,58.626,132
"Cambodia","KHM","1976",NA,NA,NA,7.404684,5.585,284.3,NA,20.317,116
"Cameroon","CMR","1976",NA,NA,165.9619806,7.664406,6.448,188.2,NA,49.719,120
"Canada","CAN","1976",NA,8.210000038,11075.95423,23.449808,1.796,16,NA,73.85609756,124
"Cayman Islands","CYM","1976",NA,NA,NA,0.013025,NA,NA,NA,NA,136
"Central African Republic","CAF","1976",NA,NA,NA,1.997014,5.916,197.1,NA,46.992,140
"Chad","TCD","1976",NA,NA,NA,4.173135,6.82,246.1,NA,43.698,148
"Channel Islands","CHI","1976",NA,NA,NA,0.126902,1.596,NA,NA,72.58,NA
"Chile","CHL","1976",NA,16.27000046,768.7174662,10.756878,3.078,56.6,NA,66.307,152
"China","CHN","1976",NA,NA,204.0303647,930.685,3.508,79,NA,64.631,156
"Colombia","COL","1976",NA,NA,469.4388864,24.608102,4.285,74.1,NA,64.994,170
"Comoros","COM","1976",NA,NA,NA,0.265953,7.055,196.6,NA,48.356,174
"Congo, Dem. Rep.","COD","1976",NA,NA,161.8389179,23.560464,6.41,226.1,NA,45.41,180
"Congo, Rep.","COG","1976",NA,NA,68.88453814,1.582358,6.299,120.6,NA,52.944,178
"Costa Rica","CRI","1976",NA,NA,766.5181877,2.148677,3.74,39.3,NA,69.501,188
"Cote d'Ivoire","CIV","1976",NA,NA,139.5601695,6.71395,7.877,194.2,NA,48.825,384
"Croatia","HRV","1976",NA,NA,NA,4.535934,1.925,NA,NA,70.45536585,191
"Cuba","CUB","1976",NA,NA,670.4913071,9.554188,2.562,27.2,NA,72.543,192
"Curacao","CUW","1976",NA,NA,4665.359206,0.149399,NA,NA,NA,NA,531
"Cyprus","CYP","1976",NA,5.300000191,1139.116721,0.657527,2.323,24.9,NA,73.971,196
"Czech Republic","CZE","1976",NA,NA,4173.440113,10.125939,2.39,NA,NA,70.53268293,203
"Denmark","DNK","1976",NA,5,3793.718246,5.072596,1.75,11.6,NA,73.7397561,208
"Djibouti","DJI","1976",NA,NA,NA,0.248556,6.729,173.2,NA,52.177,262
"Dominica","DMA","1976",NA,NA,NA,0.072654,NA,32.7,NA,NA,212
"Dominican Republic","DOM","1976",NA,NA,381.5556781,5.27577,5.017,101,NA,61.226,214
"Ecuador","ECU","1976",NA,NA,223.2954315,7.187787,5.276,109.8,NA,61.298,218
"Egypt, Arab Rep.","EGY","1976",NA,NA,273.9282642,39.42273,5.778,206.7,NA,55.465,818
"El Salvador","SLV","1976",NA,NA,239.6702815,4.247502,5.609,127.3,NA,56.11,222
"Equatorial Guinea","GNQ","1976",NA,NA,NA,0.247962,5.791,NA,NA,41.738,226
"Eritrea","ERI","1976",NA,NA,NA,1.547975,6.613,206.6,NA,45.404,232
"Estonia","EST","1976",NA,NA,NA,1.439576,2.07,NA,NA,69.29002439,233
"Eswatini","SWZ","1976",NA,NA,NA,0.515599,6.798,135.6,NA,52.421,748
"Ethiopia","ETH","1976",NA,NA,16.02866493,33.128149,7.167,242.6,NA,44.116,231
"Faroe Islands","FRO","1976",NA,NA,NA,0.041722,2.7,NA,NA,NA,234
"Fiji","FJI","1976",NA,NA,NA,0.587557,4.018,52.4,NA,63.11,242
"Finland","FIN","1976",NA,2.930000067,6545.746799,4.725664,1.7,11.5,NA,71.81292683,246
"France","FRA","1976",NA,6.809999943,3594.613075,54.220022,2.01,14.5,NA,73.10243902,250
"French Polynesia","PYF","1976",NA,NA,NA,0.135549,4.423,NA,NA,62.239,258
"Gabon","GAB","1976",NA,NA,489.8684915,0.661402,5.48,NA,NA,52.041,266
"Gambia, The","GMB","1976",NA,NA,NA,0.557805,6.342,257.9,NA,43.047,270
"Georgia","GEO","1976",NA,NA,NA,4.3424,2.448,68.3,NA,69.266,268
"Germany","DEU","1976",NA,NA,5146.932578,78.33695,1.45,19.5,NA,71.63414634,276
"Ghana","GHA","1976",NA,NA,384.0510473,10.199165,6.771,181.3,NA,51.113,288
"Gibraltar","GIB","1976",NA,NA,1656.726309,0.03018,NA,NA,NA,NA,292
"Greece","GRC","1976",NA,NA,1802.865648,9.18815,2.35,25.2,NA,72.51956098,300
"Greenland","GRL","1976",NA,NA,NA,0.0497,2.255,NA,NA,NA,304
"Grenada","GRD","1976",NA,NA,NA,0.091475,4.385,45.7,NA,67.13,308
"Guam","GUM","1976",NA,9.920000076,NA,0.095385,3.681,NA,NA,67.951,316
"Guatemala","GTM","1976",NA,NA,203.0308535,6.269983,6.51,140.4,NA,55.577,320
"Guinea","GIN","1976",NA,NA,NA,4.559242,6.4,296.1,NA,39,324
"Guinea-Bissau","GNB","1976",NA,NA,NA,0.770421,6.192,NA,NA,42.612,624
"Guyana","GUY","1976",NA,NA,NA,0.754101,4.327,72.1,NA,62.211,328
"Haiti","HTI","1976",NA,NA,26.9664722,5.191632,5.698,209.5,NA,49.232,332
"Honduras","HND","1976",NA,NA,162.4043222,3.251145,6.749,113.7,NA,56.567,340
"Hong Kong SAR, China","HKG","1976",NA,4.199999809,1610.004427,4.518,2.48,NA,NA,72.8195122,344
"Hungary","HUN","1976",NA,NA,2284.247364,10.598677,2.23,32.2,NA,69.57317073,348
"Iceland","ISL","1976",NA,NA,10002.08945,0.220154,2.52,12.1,NA,76.97219512,352
"India","IND","1976",NA,NA,124.1236912,637.630087,5.108,189.6,NA,51.63,356
"Indonesia","IDN","1976",NA,1.960000038,18.33288109,133.966941,4.927,136.2,NA,55.92,360
"Iran, Islamic Rep.","IRN","1976",NA,NA,490.6331634,33.733961,6.238,142.2,NA,55.744,364
"Iraq","IRQ","1976",NA,NA,412.3898926,12.068676,6.915,85.7,NA,61.291,368
"Ireland","IRL","1976",NA,NA,2377.66557,3.23805,3.29,19.1,NA,71.78278049,372
"Isle of Man","IMN","1976",NA,NA,NA,0.06038,NA,NA,NA,NA,833
"Israel","ISR","1976",NA,4.610000134,2718.086612,3.533,3.482,23.7,NA,72.95609756,376
"Italy","ITA","1976",NA,11.98999977,2710.457936,55.71826,2.04,21.1,NA,72.99195122,380
"Jamaica","JAM","1976",NA,32.59999847,736.1222946,2.055365,4.286,46,NA,69.718,388
"Japan","JPN","1976",NA,1.700000048,4310.620638,112.771,1.85,12.5,NA,75.45682927,392
"Jordan","JOR","1976",NA,NA,254.8064695,2.12318,7.523,66.6,NA,64.108,400
"Kazakhstan","KAZ","1976",NA,NA,NA,14.212145,3.355,76.2,NA,63.70926829,398
"Kenya","KEN","1976",NA,NA,95.8410041,14.096263,7.769,127.3,NA,55.802,404
"Kiribati","KIR","1976",NA,NA,NA,0.055924,4.999,123.8,NA,54.748,296
"Korea, Dem. People’s Rep.","PRK","1976",NA,NA,1033.238444,16.554746,3.197,NA,NA,NA,408
"Korea, Rep.","KOR","1976",NA,1.980000019,577.9317603,35.848523,3,43.8,NA,64.50243902,410
"Kosovo","XKX","1976",NA,NA,NA,1.4,NA,NA,NA,NA,NA
"Kuwait","KWT","1976",NA,NA,4390.064658,1.085861,5.962,48,NA,68.217,414
"Kyrgyz Republic","KGZ","1976",NA,NA,NA,3.3587,4.77,110.8,NA,61.7972439,417
"Lao PDR","LAO","1976",NA,NA,NA,3.098973,6.096,NA,NA,47.985,418
"Latvia","LVA","1976",NA,NA,NA,2.470989,1.93,NA,NA,69.04780488,428
"Lebanon","LBN","1976",NA,NA,693.2659992,2.596406,4.353,55.7,NA,67.352,422
"Lesotho","LSO","1976",NA,NA,NA,1.193521,5.739,149.4,NA,54.03,426
"Liberia","LBR","1976",NA,NA,NA,1.645836,6.907,257.1,NA,43.514,430
"Libya","LBY","1976",NA,NA,647.9843874,2.754696,7.866,88.7,NA,61.393,434
"Liechtenstein","LIE","1976",NA,NA,NA,0.023931,NA,NA,NA,NA,438
"Lithuania","LTU","1976",NA,NA,NA,3.328664,2.18,22.7,NA,70.95804878,440
"Luxembourg","LUX","1976",NA,NA,11487.78453,0.360731,1.48,15.8,NA,70.9985122,442
"Macao SAR, China","MAC","1976",NA,NA,NA,0.239075,1.437,NA,NA,72.352,446
"Madagascar","MDG","1976",NA,NA,NA,7.773449,7.044,163.9,NA,47.517,450
"Malawi","MWI","1976",NA,NA,NA,5.545651,7.556,294.9,NA,42.649,454
"Malaysia","MYS","1976",NA,NA,466.6889999,12.468689,4.331,39.9,NA,66.761,458
"Maldives","MDV","1976",NA,NA,NA,0.140563,6.944,188.8,NA,49.167,462
"Mali","MLI","1976",NA,NA,NA,6.596728,7.154,333.2,NA,36.645,466
"Malta","MLT","1976",NA,NA,1249.28869,0.305774,2.21,20.3,NA,72.43678049,470
"Marshall Islands","MHL","1976",NA,NA,NA,0.026552,NA,68.6,NA,NA,584
"Mauritania","MRT","1976",NA,NA,NA,1.370357,6.64,182.8,NA,52.817,478
"Mauritius","MUS","1976",NA,NA,249.3086099,0.906507,3.169,55.3,NA,64.85563415,480
"Mexico","MEX","1976",NA,NA,694.8151266,61.24219,5.661,84.9,NA,64.467,484
"Micronesia, Fed. Sts.","FSM","1976",NA,NA,NA,0.064361,6.586,NA,NA,61.206,583
"Moldova","MDA","1976",NA,NA,NA,2.638126,2.465,55.5,NA,65.172,498
"Monaco","MCO","1976",NA,NA,NA,0.025524,NA,NA,NA,NA,492
"Mongolia","MNG","1976",NA,NA,NA,1.520865,6.969,NA,NA,56.848,496
"Montenegro","MNE","1976",NA,NA,NA,0.552562,2.391,NA,NA,72.286,499
"Morocco","MAR","1976",NA,NA,178.8025657,18.198844,6.06,158.9,NA,54.976,504
"Mozambique","MOZ","1976",NA,NA,61.94972344,10.443953,6.595,269.2,NA,43.028,508
"Myanmar","MMR","1976",NA,NA,27.43152091,31.314341,5.344,153.2,NA,51.312,104
"Namibia","NAM","1976",NA,NA,NA,0.971121,6.549,100.1,NA,55.882,516
"Nauru","NRU","1976",NA,NA,NA,0.007286,NA,NA,NA,NA,520
"Nepal","NPL","1976",NA,NA,8.965360253,13.719471,5.822,232,NA,44.294,524
"Netherlands","NLD","1976",NA,NA,4009.790303,13.774037,1.63,12.6,NA,74.64707317,528
"New Caledonia","NCL","1976",NA,NA,NA,0.134,3.554285714,NA,NA,65.72195122,540
"New Zealand","NZL","1976",NA,NA,6094.840058,3.1105,2.273,17.7,NA,72.42195122,554
"Nicaragua","NIC","1976",NA,NA,304.6661591,2.894972,6.495,136.2,NA,56.764,558
"Niger","NER","1976",NA,NA,NA,5.335085,7.701,334.2,NA,37.227,562
"Nigeria","NGA","1976",NA,NA,51.57818039,65.221378,6.735,234,NA,43.647,566
"North Macedonia","MKD","1976",NA,NA,NA,1.825552,2.606,NA,NA,68.212,807
"Northern Mariana Islands","MNP","1976",NA,NA,NA,0.015026,NA,NA,NA,NA,580
"Norway","NOR","1976",NA,2.24000001,16913.42006,4.026152,1.86,12.2,NA,75.0395122,578
"Oman","OMN","1976",NA,NA,252.3085151,0.927436,7.885,154.9,NA,55.781,512
"Pakistan","PAK","1976",NA,NA,107.9112767,68.834326,6.608,173.1,NA,55.421,586
"Palau","PLW","1976",NA,NA,NA,0.012837,NA,NA,NA,NA,585
"Panama","PAN","1976",NA,10.36999989,676.0151392,1.79138,4.398,49.4,NA,68.513,591
"Papua New Guinea","PNG","1976",NA,NA,NA,3.219829,5.954,118,NA,50.197,598
"Paraguay","PRY","1976",NA,NA,130.3344984,2.861867,5.198,71.6,NA,66.302,600
"Peru","PER","1976",NA,NA,444.0425564,15.838572,5.575,138.4,NA,58.114,604
"Philippines","PHL","1976",NA,7.78000021,329.3310311,42.446653,5.613,82.1,NA,63.206,608
"Poland","POL","1976",NA,NA,2741.243964,34.3563,2.3,27,NA,70.65609756,616
"Portugal","PRT","1976",NA,7.099999905,1136.940575,9.35581,2.82,39.4,NA,68.86097561,620
"Puerto Rico","PRI","1976",NA,14.96000004,NA,3.043854,2.818,NA,NA,73.19082927,630
"Qatar","QAT","1976",NA,NA,4138.820292,0.173721,6.332,44.7,NA,71.198,634
"Romania","ROU","1976",NA,NA,2418.749316,21.551634,2.54,40.7,NA,69.69878049,642
"Russian Federation","RUS","1976",NA,NA,NA,135.147,1.97,30.1,NA,67.48756098,643
"Rwanda","RWA","1976",NA,NA,NA,4.506109,8.401,250.5,NA,45.692,646
"Samoa","WSM","1976",NA,NA,NA,0.152367,6.656,54,NA,62.031,882
"San Marino","SMR","1976",NA,NA,NA,0.020083,NA,NA,NA,NA,674
"Sao Tome and Principe","STP","1976",NA,NA,NA,0.085481,6.524,89.1,NA,58.623,678
"Saudi Arabia","SAU","1976",NA,NA,727.034961,7.802926,7.309,123.2,NA,59.179,682
"Senegal","SEN","1976",NA,NA,86.60614255,5.057378,7.258,241.5,NA,44.641,686
"Serbia","SRB","1976",NA,NA,NA,NA,NA,NA,NA,NA,688
"Seychelles","SYC","1976",NA,NA,NA,0.060504,4.5,46.1,NA,NA,690
"Sierra Leone","SLE","1976",NA,NA,NA,3.102592,6.628,303.3,NA,38.881,694
"Singapore","SGP","1976",NA,5.760000229,1884.620416,2.2933,2.11,15.9,NA,70.59397561,702
"Sint Maarten (Dutch part)","SXM","1976",NA,NA,NA,NA,NA,NA,NA,NA,534
"Slovak Republic","SVK","1976",NA,NA,3260.460837,4.789507,2.55,NA,NA,70.32246341,703
"Slovenia","SVN","1976",NA,NA,NA,1.820249,2.183,NA,NA,70.30731707,705
"Solomon Islands","SLB","1976",NA,NA,NA,0.200599,7.182,67.7,NA,60.515,90
"Somalia","SOM","1976",NA,NA,NA,4.278973,7.016,NA,NA,43.259,706
"South Africa","ZAF","1976",NA,NA,2885.409419,25.836888,5.185,115,NA,55.99,710
"South Sudan","SSD","1976",NA,NA,NA,4.041791,6.922,NA,NA,38.118,728
"Spain","ESP","1976",NA,2,2256.141019,36.137812,2.77,20.2,NA,73.64268293,724
"Sri Lanka","LKA","1976",NA,NA,72.57598874,14.012899,3.705,61.1,NA,66.459,144
"St. Kitts and Nevis","KNA","1976",NA,NA,NA,0.04414,NA,59,NA,NA,659
"St. Lucia","LCA","1976",NA,NA,NA,0.111067,5.347,43.4,NA,66.478,662
"St. Martin (French part)","MAF","1976",NA,NA,NA,0.007246,NA,NA,NA,NA,663
"St. Vincent and the Grenadines","VCT","1976",NA,NA,NA,0.096692,4.752,72.4,NA,65.844,670
"Sudan","SDN","1976",NA,NA,NA,12.578407,6.933,150.1,NA,53.807,729
"Suriname","SUR","1976",NA,NA,NA,0.357949,4.526,NA,NA,64.445,740
"Sweden","SWE","1976",NA,2.059999943,9751.545981,8.222286,1.68,9.8,NA,74.96926829,752
"Switzerland","CHE","1976",NA,0.600000024,5082.900384,6.302504,1.55,12.9,NA,74.78536585,756
"Syrian Arab Republic","SYR","1976",NA,6.900000095,229.7726316,7.794662,7.422,74.9,NA,63.258,760
"Tajikistan","TJK","1976",NA,NA,NA,3.487652,6.197,136.2,NA,56.354,762
"Tanzania","TZA","1976",NA,NA,35.08202697,16.390159,6.743,190.1,NA,49.269,834
"Thailand","THA","1976",NA,0.5,206.7672722,43.377271,4.257,73.4,NA,62.495,764
"Timor-Leste","TLS","1976",NA,NA,NA,0.627251,5.119,NA,NA,33.714,626
"Togo","TGO","1976",NA,NA,69.79321326,2.464423,7.287,194,NA,50.112,768
"Tonga","TON","1976",NA,NA,NA,0.089234,5.438,35,NA,65.886,776
"Trinidad and Tobago","TTO","1976",NA,NA,1264.258268,1.025107,3.287,44.5,NA,65.782,780
"Tunisia","TUN","1976",NA,NA,239.178305,5.786478,5.89,125.2,NA,57.866,788
"Turkey","TUR","1976",NA,NA,420.5817893,40.189567,4.921,152.3,NA,56.046,792
"Turkmenistan","TKM","1976",NA,NA,NA,2.594313,5.796,NA,NA,59.925,795
"Turks and Caicos Islands","TCA","1976",NA,NA,NA,0.007015,NA,NA,NA,NA,796
"Tuvalu","TUV","1976",NA,NA,NA,0.006323,NA,77,NA,NA,798
"Uganda","UGA","1976",NA,NA,NA,11.042974,7.099,204.7,NA,49.826,800
"Ukraine","UKR","1976",NA,NA,NA,49.032729,1.99,29.1,NA,69.44617073,804
"United Arab Emirates","ARE","1976",NA,NA,2829.499531,0.637922,5.973,53.1,NA,65.916,784
"United Kingdom","GBR","1976",NA,3.099999905,4587.688515,56.211968,1.74,17.2,NA,72.77560976,826
"United States","USA","1976",NA,8.600000381,8968.775655,218.035,1.738,17.9,NA,72.85609756,840
"Uruguay","URY","1976",NA,NA,806.3006182,2.841372,2.953,54.4,NA,69.271,858
"Uzbekistan","UZB","1976",NA,NA,NA,14.242769,5.699,NA,NA,63.729,860
"Vanuatu","VUT","1976",NA,NA,NA,0.103006,5.858,84.4,NA,57.684,548
"Venezuela, RB","VEN","1976",NA,NA,1292.494191,13.572208,4.589,51.6,NA,67.42,862
"Vietnam","VNM","1976",NA,NA,46.31891007,49.785282,5.8,75.1,NA,63.01,704
"Virgin Islands (U.S.)","VIR","1976",NA,NA,NA,0.096166,3.818,NA,NA,70.75053659,850
"West Bank and Gaza","PSE","1976",NA,NA,NA,NA,NA,101.1,NA,NA,275
"Yemen, Rep.","YEM","1976",NA,NA,43.19783994,6.967941,8.578,258.1,NA,43.54,887
"Zambia","ZMB","1976",NA,NA,1172.150884,5.112823,7.323,155.2,NA,52.247,894
"Zimbabwe","ZWE","1976",NA,NA,1006.679053,6.502569,7.385,112.3,NA,58.15,716
"Arab World","ARB","1976",NA,NA,326.4385215,144.453278,6.590203362,NA,NA,55.90961232,NA
"Caribbean small states","CSS","1976",NA,NA,NA,5.246556,3.992699045,NA,NA,67.13336657,NA
"Central Europe and the Baltics","CEB","1976",NA,NA,2848.02763,103.776068,2.322320878,NA,NA,70.3191489,NA
"Early-demographic dividend","EAR","1976",NA,NA,260.2875681,1442.862531,5.471282057,NA,NA,54.00367532,NA
"East Asia & Pacific","EAS","1976",NA,NA,602.6396957,1467.56901,3.674585855,NA,NA,64.12508584,NA
"East Asia & Pacific (excluding high income)","EAP","1976",NA,NA,191.4812044,1277.786904,3.925011638,NA,NA,62.86278109,NA
"East Asia & Pacific (IDA & IBRD countries)","TEA","1976",NA,NA,180.2797715,1261.221825,3.93600856,NA,NA,62.84514932,NA
"Euro area","EMU","1976",NA,NA,3626.349216,297.251524,1.982763296,NA,NA,72.43466829,NA
"Europe & Central Asia","ECS","1976",NA,NA,NA,772.129299,2.30928614,NA,NA,69.68399762,NA
"Europe & Central Asia (excluding high income)","ECA","1976",NA,NA,NA,313.549206,2.72803337,NA,NA,65.89652075,NA
"Europe & Central Asia (IDA & IBRD countries)","TEC","1976",NA,NA,NA,373.993074,2.666087492,NA,NA,66.62492858,NA
"European Union","EUU","1976",NA,NA,3581.826116,400.473489,2.057317618,NA,NA,72.0344417,NA
"Fragile and conflict affected situations","FCS","1976",NA,NA,217.3304876,272.712626,6.529145539,NA,NA,48.38540944,NA
"Heavily indebted poor countries (HIPC)","HPC","1976",NA,NA,NA,243.590895,6.909176808,NA,NA,46.22904976,NA
"High income","HIC","1976",NA,NA,5072.183025,925.967458,2.062386312,NA,NA,72.25409931,NA
"IBRD only","IBD","1976",NA,NA,338.2932361,2691.929444,4.189017227,NA,NA,60.57554941,NA
"IDA & IBRD total","IBT","1976",NA,NA,302.2727215,3261.263382,4.609374211,NA,NA,58.47104967,NA
"IDA blend","IDB","1976",NA,NA,122.4517438,183.221936,6.654416383,NA,NA,51.62172158,NA
"IDA only","IDX","1976",NA,NA,86.92977754,386.112002,6.711065156,NA,NA,47.04523902,NA
"IDA total","IDA","1976",NA,NA,100.2928984,569.333938,6.693015834,NA,NA,48.52135307,NA
"Late-demographic dividend","LTE","1976",NA,NA,394.7184571,1506.611965,3.505629151,NA,NA,64.75029049,NA
"Latin America & Caribbean","LCN","1976",NA,NA,670.6877203,329.337968,4.589430727,NA,NA,63.04782471,NA
"Latin America & Caribbean (excluding high income)","LAC","1976",NA,NA,662.0510749,308.98812,4.69146283,NA,NA,62.72313131,NA
"Latin America & the Caribbean (IDA & IBRD countries)","TLA","1976",NA,NA,668.7944443,315.955176,4.671669112,NA,NA,62.65070431,NA
"Least developed countries: UN classification","LDC","1976",NA,NA,64.50229985,353.691338,6.717331545,NA,NA,45.9851157,NA
"Low & middle income","LMY","1976",NA,NA,259.241954,3209.450526,4.651511173,NA,NA,58.27347487,NA
"Low income","LIC","1976",NA,NA,NA,212.63481,6.678350831,NA,NA,46.89811571,NA
"Lower middle income","LMC","1976",NA,NA,130.9167194,1264.441849,5.474505992,NA,NA,53.07993113,NA
"Middle East & North Africa","MEA","1976",NA,NA,434.985065,163.532323,6.39459189,NA,NA,56.80557025,NA
"Middle East & North Africa (excluding high income)","MNA","1976",NA,NA,316.0434481,148.781931,6.430912525,NA,NA,56.1120746,NA
"Middle East & North Africa (IDA & IBRD countries)","TMN","1976",NA,NA,316.0434481,148.781931,6.430912525,NA,NA,56.1120746,NA
"Middle income","MIC","1976",NA,NA,261.3116733,2996.815716,4.5086787,NA,NA,59.08296085,NA
"North America","NAC","1976",NA,NA,9173.396945,241.538008,1.743845482,NA,NA,72.95320432,NA
"Not classified","INX","1976",NA,NA,NA,NA,NA,NA,NA,NA,NA
"OECD members","OED","1976",NA,NA,4704.329556,979.002367,2.341524646,NA,NA,71.16522372,NA
"Other small states","OSS","1976",NA,NA,NA,12.475022,4.805511598,NA,NA,57.31569088,NA
"Pacific island small states","PSS","1976",NA,NA,NA,1.306046,5.163059105,NA,NA,61.84401881,NA
"Post-demographic dividend","PST","1976",NA,NA,5417.248543,885.141869,1.936014405,NA,NA,72.4730132,NA
"Pre-demographic dividend","PRE","1976",NA,NA,128.1373637,282.049515,6.926702295,NA,NA,46.2382565,NA
